agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,30,5,middle,TRUE,Albert Santiago,teacher,Santiago,resB,school,351660.23,1109.89,41.62,Support student learning | Monitor construction complaints in resB | Share verified updates with neighbors for Cruz-Montemayor household,0.688,0.103,0.644,0.778,0.828,0.693,0.688
311,M,26,4,lower,TRUE,Noel Pena,nurse,Pena,resC,health_center,69752.17,1505.94,46.34,Provide care at the health center | Monitor illness rumors from resC | Help the Pena household share accurate health updates through Noel,0.853,0.127,0.482,0.481,0.905,0.802,0.601
312,F,50,3,lower,TRUE,Rhea Baltazar,skilled_tradesperson,Baltazar,resC,field_service,164215.01,1667.51,27.37,Maintain client referrals | Monitor barangay aid lists in resC | Share verified updates through school contacts for Baltazar household,0.739,0.266,0.206,0.395,0.706,0.549,0.685
313,F,36,5,middle,TRUE,Olivia Cruz-Ong,teacher,Cruz-Ong,resB,school,402691.59,1419.81,55.70,Support student learning | Monitor family welfare in resB | Share verified updates with neighbors for Cruz-Ong household,0.622,0.184,0.618,0.651,0.911,0.605,0.291
314,M,45,4,lower,TRUE,Mateo Gomez,construction_worker,Gomez,resC,construction_site,148534.47,862.73,49.47,Keep steady construction work | Monitor family welfare in resC | Share verified updates through family chats for Gomez household,0.268,0.204,0.578,0.747,0.603,0.358,0.256
315,F,61,5,middle,TRUE,Florencia Salazar-Macapagal,municipal_engineer,Salazar-Macapagal,resB,engineering_office,357175.07,3544.97,45.10,Inspect public works quality | Monitor medicine availability in resB | Share verified updates through school contacts for Salazar-Macapagal household,0.648,0.256,0.518,0.467,0.929,0.528,0.403
316,M,25,3,lower,TRUE,Zaldy Gomez,construction_worker,Gomez,resC,construction_site,118881.67,562.95,48.06,Keep steady construction work | Monitor school attendance in resC | Share verified updates during barangay visits for Gomez household,0.586,0.399,0.346,0.703,0.397,0.576,0.264
317,M,45,4,middle,TRUE,Angelo Salazar-Ocampo,clerk_office_worker,Salazar-Ocampo,resB,office,258693.75,1500.55,54.02,Keep office relationships stable | Monitor job leads in resB | Share verified updates at community meetings for Salazar-Ocampo household,0.461,0.272,0.234,0.690,0.608,0.359,0.156
318,F,18,2,lower,TRUE,Alyssa Salazar-Co,student,Salazar-Co,resC,school,127310.76,0.00,50.14,Finish school requirements | Monitor family welfare in resC | Share verified updates at community meetings for Salazar-Co household,0.448,0.125,0.501,0.496,0.467,0.537,0.390
319,F,39,5,middle,TRUE,Hazel Cruz-Luna,teacher,Cruz-Luna,resB,school,384269.38,2340.26,49.16,Support student learning | Monitor family welfare in resB | Share verified updates through school contacts for Cruz-Luna household,0.488,0.418,0.778,0.541,0.861,0.702,0.263
320,F,18,4,middle,TRUE,Sofia Cruz-Rizal,home_caregiver,Cruz-Rizal,resB,residential_homes,253542.13,794.96,29.85,Support household care duties | Monitor medicine availability in resB | Share verified updates at the market for Cruz-Rizal household,0.765,0.126,0.520,0.344,0.680,0.731,0.512
321,F,72,4,upper,TRUE,Zenaida Salazar,councilor,Salazar,resB,city_hall,493577.67,3819.35,62.66,Serve district requests | Monitor permit delays in resB | Share verified updates through coworkers for Salazar-Velasco household,0.237,0.442,0.705,0.967,0.942,0.748,0.505
322,F,45,5,upper,TRUE,Zenaida Salazar-Reyes,teacher,Salazar-Reyes,resA,school,696137.23,2469.51,49.77,Support student learning | Monitor permit delays in resA | Share verified updates during barangay visits for Salazar-Reyes household,0.539,0.195,0.516,0.504,0.957,0.646,0.528
323,M,51,4,middle,TRUE,Patrick Salazar-Ilagan,home_caregiver,Salazar-Ilagan,resB,residential_homes,331693.73,870.69,27.46,Support household care duties | Monitor election promises in resB | Share verified updates through coworkers for Salazar-Ilagan household,0.671,0.069,0.495,0.674,0.720,0.605,0.394
324,M,28,4,lower,TRUE,Tomas Cabral,teacher,Cabral,resC,school,125640.96,1866.43,54.10,Support student learning | Monitor market prices in resC | Share verified updates through school contacts for Cabral household,0.634,0.354,0.559,0.847,0.694,0.619,0.514
325,F,22,4,middle,TRUE,Yolanda Salazar-Rivera,student,Salazar-Rivera,resB,school,119703.98,0.00,32.99,Finish school requirements | Monitor medicine availability in resB | Share verified updates through family chats for Salazar-Rivera household,0.484,0.020,0.343,0.691,0.634,0.263,0.120
326,F,68,3,upper,TRUE,Esperanza Salazar-Navarro,elder_retiree,Salazar-Navarro,resA,residential_area,644346.23,2890.90,35.76,Protect household routines | Monitor service quality in resA | Share verified updates through family chats for Salazar-Navarro household,0.502,0.410,0.407,0.565,0.684,0.726,0.316
327,F,41,4,middle,TRUE,Francesca Cruz-Garcia,sari_sari_store_owner,Cruz-Garcia,resB,neighborhood_store,295355.47,931.37,49.39,Keep neighborhood store stocked | Monitor safety reports in resB | Share verified updates at community meetings for Cruz-Garcia household,0.258,0.350,0.544,0.619,0.646,0.201,0.088
328,F,75,3,lower,TRUE,Francesca Salazar-Escueta,sari_sari_store_owner,Salazar-Escueta,resC,neighborhood_store,179459.94,1406.76,56.02,Keep neighborhood store stocked | Monitor road repairs in resC | Share verified updates through coworkers for Salazar-Escueta household,0.438,0.368,0.458,0.574,0.648,0.477,0.268
329,M,45,3,middle,TRUE,Salvador Cruz-Regalado,clerk_office_worker,Cruz-Regalado,resB,office,310171.12,795.77,46.24,Keep office relationships stable | Monitor market prices in resB | Share verified updates during commute routes for Cruz-Regalado household,0.329,0.641,0.335,0.486,0.675,0.468,0.319
330,F,16,2,middle,TRUE,Melissa Cruz-Legaspi,student,Cruz-Legaspi,resB,school,298373.26,0.00,35.54,Finish school requirements | Monitor market prices in resB | Share verified updates during barangay visits for Cruz-Legaspi household,0.622,0.081,0.407,0.327,0.359,0.656,0.400
331,M,47,2,middle,TRUE,Oscar Salazar-Jacinto,clerk_office_worker,Salazar-Jacinto,resB,office,363958.05,894.74,47.51,Keep office relationships stable | Monitor transport rumors in resB | Share verified updates through coworkers for Salazar-Jacinto household,0.491,0.105,0.657,0.713,0.390,0.427,0.188
332,M,36,2,lower,TRUE,Lando Escueta,unemployed_jobseeker,Escueta,resC,residential_area,87224.48,104.47,53.78,Find stable short-term work | Monitor school attendance in resC | Share verified updates at the market for Escueta household,0.451,0.441,0.499,0.515,0.492,0.526,0.257
333,F,18,2,lower,TRUE,Yolanda Cruz-Mercado,student,Cruz-Mercado,resC,school,71611.82,0.00,23.43,Finish school requirements | Monitor construction complaints in resC | Share verified updates through family chats for Cruz-Mercado household,0.517,0.463,0.412,0.980,0.386,0.721,0.153
334,F,25,3,middle,TRUE,Ligaya Cruz-Dimaculangan,sari_sari_store_owner,Cruz-Dimaculangan,resB,neighborhood_store,376521.08,1520.36,77.98,Keep neighborhood store stocked | Monitor safety reports in resB | Share verified updates through family chats for Cruz-Dimaculangan household,0.464,0.191,0.595,0.804,0.700,0.395,0.339
335,M,32,3,lower,TRUE,Berto Co,sari_sari_store_owner,Co,resC,neighborhood_store,89188.88,1145.58,70.36,Keep neighborhood store stocked | Monitor budget gossip in resC | Share verified updates through family chats for Co household,0.457,0.437,0.546,0.638,0.622,0.137,0.000
336,M,46,2,lower,TRUE,Mateo Salazar-Torres,skilled_tradesperson,Salazar-Torres,resC,field_service,128087.68,764.02,22.13,Maintain client referrals | Monitor medicine availability in resC | Share verified updates during barangay visits for Salazar-Torres household,0.448,0.357,0.526,0.621,0.553,0.432,0.150
337,M,31,2,lower,TRUE,Pablo Cruz-Abad,unemployed_jobseeker,Cruz-Abad,resC,residential_area,71511.09,97.60,38.26,Find stable short-term work | Monitor job leads in resC | Share verified updates with neighbors for Cruz-Abad household,0.646,0.365,0.204,0.263,0.424,0.536,0.383
338,F,34,3,lower,TRUE,Camille Salazar-Tan,unemployed_jobseeker,Salazar-Tan,resC,residential_area,153386.37,75.22,42.33,Find stable short-term work | Monitor health-center queues in resC | Share verified updates through coworkers for Salazar-Tan household,0.409,0.209,0.660,0.291,0.549,0.374,0.070
339,M,18,2,lower,TRUE,Alfredo Cruz-Perez,student,Cruz-Perez,resC,school,133170.96,0.00,45.11,Finish school requirements | Monitor health-center queues in resC | Share verified updates with neighbors for Cruz-Perez household,0.405,0.177,0.472,0.392,0.533,0.345,0.544
340,F,30,5,middle,TRUE,Pacita Navarro,site_supervisor,Navarro,resB,construction_site,296942.49,1594.54,41.44,Keep work crews coordinated | Monitor school attendance in resB | Share verified updates during barangay visits for Navarro household,0.466,0.556,0.334,0.645,0.836,0.581,0.416
341,M,39,3,middle,TRUE,Carlos Enriquez,clerk_office_worker,Enriquez,resB,office,348250.32,1111.56,29.19,Keep office relationships stable | Monitor market prices in resB | Share verified updates with neighbors for Enriquez household,0.613,0.268,0.499,0.821,0.585,0.388,0.350
342,F,19,3,middle,TRUE,Elena Cruz-Corpuz,student,Cruz-Corpuz,resB,school,334889.20,0.00,51.49,Finish school requirements | Monitor construction complaints in resB | Share verified updates at the market for Cruz-Corpuz household,0.580,0.143,0.452,0.666,0.677,0.361,0.448
343,F,49,3,middle,TRUE,Mikaela Salazar-Legaspi,home_caregiver,Salazar-Legaspi,resB,residential_homes,100370.71,456.06,55.76,Support household care duties | Monitor medicine availability in resB | Share verified updates at the market for Salazar-Legaspi household,0.799,0.162,0.439,0.636,0.459,0.730,0.541
344,M,31,3,middle,TRUE,Christian Cruz-Cervantes,site_supervisor,Cruz-Cervantes,resB,construction_site,444501.61,1956.66,51.91,Keep work crews coordinated | Monitor safety reports in resB | Share verified updates through family chats for Cruz-Cervantes household,0.245,0.417,0.559,0.591,0.671,0.317,0.000
345,F,19,3,middle,TRUE,Bianca DelRosario,student,DelRosario,resB,school,221313.17,0.00,35.47,Finish school requirements | Monitor budget gossip in resB | Share verified updates at the market for DelRosario household,0.618,0.244,0.539,0.681,0.659,0.566,0.711
346,M,17,2,middle,TRUE,Miguel Cruz-Angeles,student,Cruz-Angeles,resB,school,133597.15,0.00,37.44,Finish school requirements | Monitor health-center queues in resB | Share verified updates through family chats for Cruz-Angeles household,0.616,0.180,0.387,0.672,0.734,0.541,0.489
347,F,29,5,middle,TRUE,Fely Francisco,civil_servant_admin,Francisco,resB,municipal_hall,370372.07,2008.77,79.17,Keep public records accurate | Monitor school attendance in resB | Share verified updates during commute routes for Francisco household,0.350,0.311,0.549,0.761,0.906,0.664,0.412
348,M,18,2,middle,TRUE,Jaime Cruz-Domingo,student,Cruz-Domingo,resB,school,180162.85,0.00,58.55,Finish school requirements | Monitor barangay aid lists in resB | Share verified updates with neighbors for Cruz-Domingo household,0.485,0.153,0.442,0.686,0.638,0.654,0.212
349,M,19,3,middle,TRUE,Miguel Cruz-Valenzuela,clerk_office_worker,Cruz-Valenzuela,resB,office,350979.04,1432.24,73.75,Keep office relationships stable | Monitor family welfare in resB | Share verified updates at community meetings for Cruz-Valenzuela household,0.941,0.305,0.517,0.505,0.685,0.373,0.548
350,M,37,5,middle,TRUE,Zaldy Cruz-David,teacher,Cruz-David,resB,school,219011.25,1701.24,67.27,Support student learning | Monitor election promises in resB | Share verified updates through school contacts for Cruz-David household,0.657,0.331,0.327,0.484,0.937,0.574,0.438
351,M,16,2,middle,TRUE,Albert Hernandez,student,Hernandez,resB,school,291982.65,0.00,34.21,Finish school requirements | Monitor family welfare in resB | Share verified updates during barangay visits for Hernandez household,0.384,0.221,0.619,0.937,0.380,0.683,0.163
352,M,52,3,middle,TRUE,Bernardo Cruz-Perez,clerk_office_worker,Cruz-Perez,resB,office,166001.92,1086.95,53.80,Keep office relationships stable | Monitor medicine availability in resB | Share verified updates at community meetings for Cruz-Perez household,0.581,0.242,0.371,0.450,0.588,0.595,0.246
353,M,53,4,middle,TRUE,Isidro Salazar-Lopez,home_caregiver,Salazar-Lopez,resB,residential_homes,320171.62,489.87,43.47,Support household care duties | Monitor school attendance in resB | Share verified updates at the market for Salazar-Lopez household,0.711,0.066,0.587,0.603,0.799,0.575,0.440
354,F,46,5,lower,TRUE,Mariel Mendoza,teacher,Mendoza,resC,school,145833.65,2052.27,65.12,Support student learning | Monitor medicine availability in resC | Share verified updates with neighbors for Mendoza household,0.225,0.266,0.646,0.674,0.869,0.583,0.327
355,M,45,2,lower,TRUE,Joshua Cruz-Alonzo,construction_worker,Cruz-Alonzo,resC,construction_site,70734.33,865.04,33.41,Keep steady construction work | Monitor market prices in resC | Share verified updates through school contacts for Cruz-Alonzo household,0.555,0.405,0.579,0.500,0.419,0.448,0.156
356,M,36,1,middle,TRUE,Efren Salazar-Manalo,factory_plant_worker,Salazar-Manalo,resB,factory,352155.83,999.03,34.31,Maintain shift attendance | Monitor construction complaints in resB | Share verified updates through school contacts for Salazar-Manalo household,0.535,0.186,0.306,0.748,0.264,0.445,0.227
357,F,19,3,middle,TRUE,Maria Salazar-Ocampo,home_caregiver,Salazar-Ocampo,resB,residential_homes,262631.43,1031.17,55.13,Support household care duties | Monitor transport rumors in resB | Share verified updates through school contacts for Salazar-Ocampo household,0.645,0.191,0.522,0.519,0.651,0.654,0.378
358,M,69,2,upper,TRUE,Miguel Salazar-Pascual,elder_retiree,Salazar-Pascual,resA,residential_area,778112.76,2915.61,70.72,Protect household routines | Monitor budget gossip in resA | Share verified updates with neighbors for Salazar-Pascual household,0.426,0.205,0.374,0.709,0.398,0.335,0.372
359,F,29,4,middle,TRUE,Andrea Austria,home_caregiver,Austria,resB,residential_homes,171822.34,916.58,51.93,Support household care duties | Monitor transport rumors in resB | Share verified updates during commute routes for Austria household,0.382,0.200,0.310,0.533,0.568,0.619,0.392
360,F,33,4,middle,TRUE,Zenaida Cruz-Manalo,civil_servant_admin,Cruz-Manalo,resB,municipal_hall,300048.43,2117.43,62.40,Keep public records accurate | Monitor budget gossip in resB | Share verified updates with neighbors for Cruz-Manalo household,0.621,0.446,0.546,0.428,0.876,0.408,0.454
361,F,49,3,middle,TRUE,Ana Cruz-Bautista,clerk_office_worker,Cruz-Bautista,resB,office,435134.27,1603.37,49.38,Keep office relationships stable | Monitor health-center queues in resB | Share verified updates through school contacts for Cruz-Bautista household,0.293,0.026,0.643,0.484,0.728,0.436,0.203
362,M,70,2,upper,TRUE,Carlos Salazar-Ilagan,elder_retiree,Salazar-Ilagan,resA,residential_area,802965.26,2171.25,59.73,Protect household routines | Monitor road repairs in resA | Share verified updates through coworkers for Salazar-Ilagan household,0.585,0.214,0.448,0.731,0.547,0.504,0.322
363,F,30,2,middle,TRUE,Florencia Cruz-Fernandez,market_vendor,Cruz-Fernandez,resB,market,420018.13,1198.44,33.82,Protect stall income and customers | Monitor election promises in resB | Share verified updates through family chats for Cruz-Fernandez household,0.800,0.213,0.485,0.604,0.508,0.437,0.334
364,M,27,5,upper,TRUE,Ricardo Cruz-Angeles,lawyer,Cruz-Angeles,resA,court_office,748203.36,8150.87,67.80,Protect due process and clients | Monitor job leads in resA | Share verified updates at the market for Cruz-Angeles household,0.701,0.290,0.652,0.413,0.980,0.514,0.539
365,M,46,5,middle,TRUE,Pedro Cruz-Bautista,civil_servant_admin,Cruz-Bautista,resB,municipal_hall,362019.63,2067.43,59.65,Keep public records accurate | Monitor safety reports in resB | Share verified updates through school contacts for Cruz-Bautista household,0.627,0.452,0.379,0.506,0.980,0.343,0.284
366,M,60,4,upper,TRUE,Salvador Ferrer,private_sector_manager,Ferrer,resA,business_district,751720.91,7671.90,62.21,Meet team and business targets | Monitor construction complaints in resA | Share verified updates with neighbors for Ferrer household,0.559,0.461,0.616,0.493,0.718,0.267,0.081
367,M,22,4,middle,TRUE,Antonio Salazar-Guevarra,student,Salazar-Guevarra,resB,school,357444.71,0.00,59.95,Finish school requirements | Monitor market prices in resB | Share verified updates at community meetings for Salazar-Guevarra household,0.484,0.427,0.272,0.553,0.657,0.321,0.305
368,F,36,3,upper,TRUE,Josefa Gonzales,contractor_owner,Gonzales,resA,construction_office,536331.63,4520.35,71.43,Win and complete project contracts | Monitor safety reports in resA | Share verified updates through family chats for Gonzales household,0.590,0.339,0.650,0.600,0.689,0.434,0.208
369,M,25,3,middle,TRUE,Bernardo Cruz-Salazar,home_caregiver,Cruz-Salazar,resB,residential_homes,176763.52,734.15,45.62,Support household care duties | Monitor permit delays in resB | Share verified updates at the market for Cruz-Salazar household,0.694,0.268,0.360,0.199,0.629,0.649,0.655
370,M,73,5,upper,TRUE,Berto Salazar-Montemayor,elder_retiree,Salazar-Montemayor,resA,residential_area,775952.57,794.06,65.50,Protect household routines | Monitor safety reports in resA | Share verified updates during barangay visits for Salazar-Montemayor household,0.469,0.382,0.347,0.783,0.959,0.569,0.441
371,M,19,3,middle,TRUE,Gerald Salazar-Dizon,student,Salazar-Dizon,resB,school,352482.30,0.00,57.63,Finish school requirements | Monitor election promises in resB | Share verified updates through school contacts for Salazar-Dizon household,0.577,0.190,0.628,0.532,0.671,0.399,0.212
372,F,49,4,upper,TRUE,Anna Corpuz,contractor_owner,Corpuz,resA,construction_office,1831139.47,5722.03,86.50,Win and complete project contracts | Monitor market prices in resA | Share verified updates with neighbors for Corpuz household,0.639,0.754,0.694,0.412,0.980,0.381,0.138
373,M,28,5,middle,TRUE,Vicente Francisco,civil_servant_admin,Francisco,resB,municipal_hall,254421.41,1676.43,50.49,Keep public records accurate | Monitor construction complaints in resB | Share verified updates through family chats for Francisco household,0.304,0.364,0.430,0.603,0.848,0.243,0.129
374,F,27,2,lower,TRUE,Ximena Salazar-Ramos,construction_worker,Salazar-Ramos,resC,construction_site,148662.51,874.68,60.11,Keep steady construction work | Monitor safety reports in resC | Share verified updates at the market for Salazar-Ramos household,0.496,0.312,0.453,0.572,0.600,0.547,0.358
375,F,40,4,middle,TRUE,Fely Salazar-Flores,teacher,Salazar-Flores,resB,school,327070.80,2036.14,52.01,Support student learning | Monitor health-center queues in resB | Share verified updates at the market for Salazar-Flores household,0.697,0.297,0.602,0.463,0.969,0.568,0.419
376,M,49,2,middle,TRUE,Willy Salazar-Ong,market_vendor,Salazar-Ong,resB,market,325438.59,932.83,67.95,Protect stall income and customers | Monitor service quality in resB | Share verified updates through coworkers for Salazar-Ong household,0.618,0.425,0.440,0.500,0.477,0.564,0.205
377,F,40,2,middle,TRUE,Milagros Salazar-Santos,sari_sari_store_owner,Salazar-Santos,resB,neighborhood_store,293675.37,1078.11,40.48,Keep neighborhood store stocked | Monitor road repairs in resB | Share verified updates through coworkers for Salazar-Santos household,0.572,0.336,0.615,0.441,0.602,0.198,0.192
378,M,16,2,middle,TRUE,Gabriel Cruz-Torres,student,Cruz-Torres,resB,school,189614.74,0.00,55.37,Finish school requirements | Monitor market prices in resB | Share verified updates through school contacts for Cruz-Torres household,0.570,0.328,0.385,0.435,0.508,0.406,0.198
379,M,35,3,middle,TRUE,Angelo Luna,market_vendor,Luna,resB,market,237696.40,805.42,42.97,Protect stall income and customers | Monitor safety reports in resB | Share verified updates during barangay visits for Luna household,0.902,0.357,0.431,0.607,0.649,0.516,0.501
380,F,46,4,middle,TRUE,Imelda Cruz-Abad,home_caregiver,Cruz-Abad,resB,residential_homes,155942.95,623.15,58.47,Support household care duties | Monitor permit delays in resB | Share verified updates with neighbors for Cruz-Abad household,0.630,0.215,0.570,0.734,0.804,0.693,0.256
381,M,71,1,upper,TRUE,Joselito Cruz-Hernandez,elder_retiree,Cruz-Hernandez,resA,residential_area,807071.69,2177.37,56.22,Protect household routines | Monitor safety reports in resA | Share verified updates through coworkers for Cruz-Hernandez household,0.702,0.225,0.413,0.614,0.409,0.793,0.387
382,M,18,2,middle,TRUE,Patrick Cruz-Luna,student,Cruz-Luna,resB,school,329526.88,0.00,50.74,Finish school requirements | Monitor job leads in resB | Share verified updates at the market for Cruz-Luna household,0.388,0.020,0.363,0.790,0.660,0.654,0.258
383,M,22,3,upper,TRUE,Ricardo Baltazar,market_stall_owner,Baltazar,resA,market,425772.72,3985.44,32.53,Keep market stall profitable | Monitor medicine availability in resA | Share verified updates at community meetings for Baltazar household,0.505,0.401,0.441,0.611,0.629,0.697,0.414
384,M,56,2,middle,TRUE,Willy Cruz-Ilagan,construction_worker,Cruz-Ilagan,resB,construction_site,436888.40,677.28,58.46,Keep steady construction work | Monitor health-center queues in resB | Share verified updates through coworkers for Cruz-Ilagan household,0.371,0.133,0.378,0.401,0.456,0.286,0.000
385,F,65,3,upper,TRUE,Nena Salazar-Calderon,property_owner_retiree,Salazar-Calderon,resA,residential_area,470053.25,1392.34,77.02,Protect family assets and routines | Monitor transport rumors in resA | Share verified updates through school contacts for Salazar-Calderon household,0.609,0.344,0.584,0.440,0.589,0.457,0.175
386,F,38,2,middle,TRUE,Ofelia Uy,sari_sari_store_owner,Uy,resB,neighborhood_store,238474.11,1186.20,57.91,Keep neighborhood store stocked | Monitor job leads in resB | Share verified updates with neighbors for Uy household,0.574,0.148,0.448,0.544,0.428,0.390,0.245
387,M,17,2,middle,TRUE,Paulo Cruz-Javier,student,Cruz-Javier,resB,school,329988.44,0.00,39.51,Finish school requirements | Monitor construction complaints in resB | Share verified updates at the market for Cruz-Javier household,0.363,0.141,0.244,0.738,0.558,0.483,0.186
388,M,51,4,upper,TRUE,Daniel Santiago,vice_mayor,Santiago,resB,city_hall,1023775.51,5200.00,39.09,Coordinate council agenda | Monitor transport rumors in resB | Share verified updates with neighbors for Cruz-Bernal household,0.485,0.385,0.858,0.845,0.855,0.639,0.657
389,F,17,2,middle,TRUE,Erika Cruz-Magno,student,Cruz-Magno,resB,school,323168.06,0.00,50.43,Finish school requirements | Monitor election promises in resB | Share verified updates with neighbors for Cruz-Magno household,0.531,0.066,0.505,0.660,0.589,0.523,0.340
390,F,45,3,lower,TRUE,Mikaela Cruz-Pascual,construction_worker,Cruz-Pascual,resC,construction_site,101006.75,852.97,33.03,Keep steady construction work | Monitor medicine availability in resC | Share verified updates at the market for Cruz-Pascual household,0.541,0.329,0.321,0.460,0.666,0.333,0.107
391,F,16,2,middle,TRUE,Teresita Salazar-Aquino,student,Salazar-Aquino,resB,school,311016.02,0.00,63.34,Finish school requirements | Monitor service quality in resB | Share verified updates through school contacts for Salazar-Aquino household,0.618,0.179,0.524,0.576,0.551,0.271,0.417
392,F,29,2,middle,TRUE,Yolanda Mercado,construction_worker,Mercado,resB,construction_site,137481.48,813.13,34.05,Keep steady construction work | Monitor election promises in resB | Share verified updates through coworkers for Mercado household,0.317,0.180,0.410,0.625,0.493,0.225,0.148
393,F,43,2,middle,TRUE,Ofelia Dimaculangan,clerk_office_worker,Dimaculangan,resB,office,360789.83,1524.59,33.58,Keep office relationships stable | Monitor school attendance in resB | Share verified updates through coworkers for Dimaculangan household,0.362,0.449,0.407,0.657,0.516,0.564,0.212
394,M,49,2,middle,TRUE,Warren Soriano,market_vendor,Soriano,resB,market,330423.77,1207.58,35.86,Protect stall income and customers | Monitor safety reports in resB | Share verified updates through coworkers for Soriano household,0.539,0.463,0.610,0.641,0.563,0.680,0.164
395,M,28,2,lower,TRUE,Angelo Cruz-Manalo,construction_worker,Cruz-Manalo,resC,construction_site,209939.99,926.19,25.81,Keep steady construction work | Monitor market prices in resC | Share verified updates at community meetings for Cruz-Manalo household,0.629,0.020,0.308,0.637,0.464,0.287,0.394
396,M,26,3,lower,TRUE,Mateo Salazar-Magno,construction_worker,Salazar-Magno,resC,construction_site,91742.16,891.41,46.26,Keep steady construction work | Monitor permit delays in resC | Share verified updates during commute routes for Salazar-Magno household,0.667,0.301,0.501,0.339,0.566,0.714,0.380
397,F,70,3,upper,TRUE,Cristina Salazar-Galang,elder_retiree,Salazar-Galang,resA,residential_area,649157.29,820.33,46.14,Protect household routines | Monitor transport rumors in resA | Share verified updates through coworkers for Salazar-Galang household,0.544,0.167,0.322,0.500,0.654,0.306,0.324
398,M,56,2,middle,TRUE,Rolando Cruz-Domingo,home_caregiver,Cruz-Domingo,resB,residential_homes,171929.66,654.41,60.85,Support household care duties | Monitor transport rumors in resB | Share verified updates at community meetings for Cruz-Domingo household,0.740,0.241,0.694,0.585,0.348,0.584,0.460
399,M,19,3,middle,TRUE,Daniel Cruz-Mendoza,student,Cruz-Mendoza,resB,school,339596.31,0.00,38.17,Finish school requirements | Monitor family welfare in resB | Share verified updates with neighbors for Cruz-Mendoza household,0.446,0.190,0.433,0.409,0.446,0.557,0.245
400,F,35,5,middle,TRUE,Pacita Salazar-Manalo,home_caregiver,Salazar-Manalo,resB,residential_homes,234366.92,748.22,30.46,Support household care duties | Monitor budget gossip in resB | Share verified updates during commute routes for Salazar-Manalo household,0.625,0.237,0.468,0.627,0.856,0.590,0.610
401,M,21,4,middle,TRUE,Alfredo Javier,student,Javier,resB,school,177845.53,0.00,46.39,Finish school requirements | Monitor construction complaints in resB | Share verified updates at the market for Javier household,0.660,0.020,0.665,0.445,0.636,0.591,0.428
402,F,35,4,middle,TRUE,Irene Cruz-Jacinto,clerk_office_worker,Cruz-Jacinto,resB,office,340250.40,801.37,36.96,Keep office relationships stable | Monitor market prices in resB | Share verified updates with neighbors for Cruz-Jacinto household,0.416,0.118,0.424,0.652,0.820,0.927,0.589
403,F,26,3,lower,TRUE,Wilhelmina Cruz-Padilla,unemployed_jobseeker,Cruz-Padilla,resC,residential_area,56792.67,118.34,44.87,Find stable short-term work | Monitor road repairs in resC | Share verified updates with neighbors for Cruz-Padilla household,0.649,0.521,0.434,0.579,0.684,0.558,0.329
404,F,68,5,upper,TRUE,Abigail Cruz,barangay_captain,Cruz,resB,barangay_hall,327754.29,3178.17,58.10,Coordinate barangay priorities | Monitor safety reports in resB | Share verified updates at community meetings for David household,0.399,0.496,0.826,0.864,0.821,0.369,0.571
405,F,52,4,middle,TRUE,Elvira Salazar-Dizon,home_caregiver,Salazar-Dizon,resB,residential_homes,360185.43,838.39,54.48,Support household care duties | Monitor construction complaints in resB | Share verified updates through family chats for Salazar-Dizon household,0.457,0.428,0.342,0.741,0.791,0.609,0.309
406,M,66,2,upper,TRUE,Joshua Salazar-Hernandez,elder_retiree,Salazar-Hernandez,resA,residential_area,566167.16,1517.29,47.24,Protect household routines | Monitor barangay aid lists in resA | Share verified updates at community meetings for Salazar-Hernandez household,0.567,0.550,0.362,0.889,0.515,0.199,0.256
407,M,44,2,lower,TRUE,Yohan Cruz-Tolentino,construction_worker,Cruz-Tolentino,resC,construction_site,152956.20,565.33,44.65,Keep steady construction work | Monitor barangay aid lists in resC | Share verified updates with neighbors for Cruz-Tolentino household,0.591,0.291,0.348,0.557,0.403,0.424,0.350
408,M,80,4,upper,TRUE,Anthony Salazar,councilor,Salazar,resB,city_hall,377712.41,3687.23,57.53,Serve district requests | Monitor election promises in resB | Share verified updates at the market for Salazar-Macapagal household,0.604,0.696,0.822,0.877,0.777,0.421,0.756
409,F,19,3,upper,TRUE,Corazon Cruz-Go,student,Cruz-Go,resA,school,469142.51,0.00,44.29,Finish school requirements | Monitor school attendance in resA | Share verified updates during commute routes for Cruz-Go household,0.784,0.145,0.264,0.708,0.521,0.571,0.362
410,F,34,2,upper,TRUE,Ximena Salazar-Soriano,business_owner,Salazar-Soriano,resA,business_district,545508.26,5947.34,52.34,Protect business reputation | Monitor job leads in resA | Share verified updates at community meetings for Salazar-Soriano household,0.592,0.318,0.647,0.635,0.628,0.182,0.161
411,M,70,3,upper,TRUE,Daniel Hernandez,elder_retiree,Hernandez,resA,residential_area,508128.22,476.76,47.16,Protect household routines | Monitor permit delays in resA | Share verified updates with neighbors for Hernandez household,0.646,0.360,0.432,0.571,0.588,0.404,0.346
412,F,27,2,middle,TRUE,Imelda Salazar-Abad,construction_worker,Salazar-Abad,resB,construction_site,341745.96,635.41,65.82,Keep steady construction work | Monitor school attendance in resB | Share verified updates through family chats for Salazar-Abad household,0.593,0.382,0.465,0.533,0.354,0.421,0.105
