agent_id,sex,age,education_level,social_class,is_alive,name,role,family_id,home_zone,work_zone,wealth,income_per_day,satisfaction,goals,integrity,greed,ambition,family_loyalty,competence,empathy,initial_trust_score
1,M,36,4,upper,TRUE,Alfredo Ocampo,mayor,,resA,munhall,889459,2608.78,41.04,Win re-election | Build road to farm area | Increase family wealth | Fund school renovation,0.478,0.474,0.733,0.605,0.631,0.275,-0.034
2,M,52,5,upper,TRUE,Juan Navarro,vice_mayor,Aquino,resA,munhall,629373.01,2248.69,43.58,Audit infrastructure contracts | Run for mayor | Build political base,0.637,0.697,0.506,0.484,0.68,0.282,0.845
2125,F,61,1,lower,TRUE,Esperanza Ramos,unemployed,,resC,park,633.46,0,73.01,Increase household income | Protect family welfare | Improve social standing,0.56,0.311,0.46,0.286,0.921,0.258,0.029
2126,M,30,1,lower,TRUE,Gregorio Tan,unemployed,,resC,park,2622.3,0,64.87,Increase household income | Protect family welfare | Improve social standing,0.618,0.658,0.527,0.453,0.566,0.538,0.134
2127,F,56,2,lower,TRUE,Elvira Mabini,unemployed,,resC,park,2226.27,0,44.03,Increase household income | Protect family welfare | Improve social standing,0.309,0.789,0.325,0.491,0.485,0.42,-0.015
2128,M,36,2,lower,TRUE,Jose Co,unemployed,,resC,park,2393.07,0,59.98,Increase household income | Protect family welfare | Improve social standing,0.411,0.335,0.776,0.494,0.675,0.245,0.021
2129,M,34,2,lower,TRUE,Willy Santos,unemployed,,resC,park,4892.2,0,67.16,Increase household income | Protect family welfare | Improve social standing,0.529,0.597,0.508,0.212,0.504,0.484,0.182
2130,F,35,3,lower,TRUE,Socorro Cruz,unemployed,,resC,park,3439.49,0,49.56,Increase household income | Protect family welfare | Improve social standing,0.666,0.387,0.437,0.335,0.533,0.525,0.069
2131,F,39,2,lower,TRUE,Ximena Espiritu,unemployed,,resC,park,1449.35,0,44.61,Increase household income | Protect family welfare | Improve social standing,0.51,0.529,0.376,0.236,0.338,0.785,0.183
2132,M,60,3,lower,TRUE,Jose Dizon,unemployed,,resC,park,2173.62,0,74.4,Increase household income | Protect family welfare | Improve social standing,0.287,0.469,0.284,0.247,0.373,0.678,-0.077
2133,F,42,3,lower,TRUE,Cely Espiritu,unemployed,,resC,park,4297.68,0,61.95,Increase household income | Protect family welfare | Improve social standing,0.38,0.437,0.638,0.332,0.579,0.448,-0.014
2134,F,51,2,lower,TRUE,Maria Gonzales,unemployed,,resC,park,909.63,0,44.32,Increase household income | Protect family welfare | Improve social standing,0.534,0.457,0.792,0.7,0.672,0.464,0.197
2135,F,45,1,lower,TRUE,Gloria Lim,unemployed,,resC,park,4081.43,0,44.8,Increase household income | Protect family welfare | Improve social standing,0.875,0.469,0.344,0.634,0.36,0.549,0.116
2136,F,41,2,lower,TRUE,Esperanza Salazar,unemployed,,resC,park,5249.12,0,56.91,Increase household income | Protect family welfare | Improve social standing,0.436,0.505,0.554,0.358,0.18,0.4,-0.086
2137,F,27,2,lower,TRUE,Florencia Aquino,unemployed,,resC,park,2201.53,0,43.04,Increase household income | Protect family welfare | Improve social standing,0.493,0.272,0.475,0.584,0.722,0.332,0.181
2138,M,46,1,lower,TRUE,Tony Ong,unemployed,,resC,park,4485.63,0,50.81,Increase household income | Protect family welfare | Improve social standing,0.426,0.666,0.487,0.217,0.632,0.501,0.017
2139,F,41,2,lower,TRUE,Rosa Sy,unemployed,,resC,park,3139.88,0,43.07,Increase household income | Protect family welfare | Improve social standing,0.549,0.536,0.503,0.481,0.345,0.688,0.116
2140,F,34,3,lower,TRUE,Imelda Bautista,unemployed,,resC,park,2845.32,0,61.16,Increase household income | Protect family welfare | Improve social standing,0.286,0.367,0.528,0.72,0.504,0.578,0.165
2141,M,61,3,lower,TRUE,Zaldy Magno,unemployed,,resC,park,5812.66,0,56.99,Increase household income | Protect family welfare | Improve social standing,0.532,0.433,0.414,0.245,0.493,0.537,-0.033
2142,F,57,3,lower,TRUE,Cristina Dela Cruz,unemployed,,resC,park,5602.26,0,45.15,Increase household income | Protect family welfare | Improve social standing,0.342,0.448,0.452,0.382,0.503,0.432,-0.072
2143,F,31,3,lower,TRUE,Remedios Ong,unemployed,,resC,park,1495.36,0,52.03,Increase household income | Protect family welfare | Improve social standing,0.282,0.547,0.762,0.433,0.422,0.465,0.039
2144,M,30,3,lower,TRUE,Efren Rizal,unemployed,,resC,park,3535,0,57.58,Increase household income | Protect family welfare | Improve social standing,0.336,0.546,0.428,0.853,0.455,0.564,0.185
2145,M,53,1,lower,TRUE,Ricardo Santos,unemployed,,resC,park,4530.75,0,58.42,Increase household income | Protect family welfare | Improve social standing,0.577,0.654,0.499,0.421,0.442,0.62,0.067
2146,F,42,2,lower,TRUE,Ana Mercado,unemployed,,resC,park,2823.56,0,49.17,Increase household income | Protect family welfare | Improve social standing,0.614,0.539,0.373,0.643,0.323,0.469,0.019
2147,M,22,3,lower,TRUE,Isidro Manalo,unemployed,,resC,park,4950.81,0,41.95,Increase household income | Protect family welfare | Improve social standing,0.63,0.686,0.368,0.504,0.441,0.333,0.042
2148,M,34,2,lower,TRUE,Jaime Reyes,unemployed,,resC,park,4807.38,0,56.83,Increase household income | Protect family welfare | Improve social standing,0.308,0.48,0.708,0.656,0.462,0.354,-0.011
2149,F,37,2,lower,TRUE,Herminia Mendoza,unemployed,,resC,park,463.74,0,53.37,Increase household income | Protect family welfare | Improve social standing,0.45,0.492,0.521,0.442,0.624,0.434,-0.008
2150,F,28,3,lower,TRUE,Ximena Bonifacio,unemployed,,resC,park,3402.96,0,71.05,Increase household income | Protect family welfare | Improve social standing,0.743,0.662,0.54,0.445,0.71,0.704,0.136
2151,F,53,3,lower,TRUE,Wilhelmina Rizal,unemployed,,resC,park,2439.89,0,57.37,Increase household income | Protect family welfare | Improve social standing,0.435,0.563,0.5,0.252,0.533,0.377,0.122
2152,F,54,3,lower,TRUE,Dolores Salazar,unemployed,,resC,park,7718.6,0,68.31,Increase household income | Protect family welfare | Improve social standing,0.668,0.627,0.214,0.488,0.349,0.523,-0.061
2153,M,28,1,lower,TRUE,Gregorio Torres,unemployed,,resC,park,2278.2,0,73.34,Increase household income | Protect family welfare | Improve social standing,0.418,0.485,0.19,0.629,0.326,0.484,-0.037
2154,M,43,3,lower,TRUE,Zaldy Lim,unemployed,,resC,park,3201.5,0,50.93,Increase household income | Protect family welfare | Improve social standing,0.591,0.454,0.176,0.379,0.385,0.546,0.183
2155,M,61,2,lower,TRUE,Ulysses Gonzales,unemployed,,resC,park,0,0,66.68,Increase household income | Protect family welfare | Improve social standing,0.267,0.61,0.483,0.5,0.651,0.517,0.021
2156,F,52,1,lower,TRUE,Maribel Ferrer,unemployed,,resC,park,2520.79,0,60.34,Increase household income | Protect family welfare | Improve social standing,0.746,0.949,0.546,0.439,0.758,0.446,0.178
2157,F,54,1,lower,TRUE,Ana Pascual,unemployed,,resC,park,3072.49,0,50.48,Increase household income | Protect family welfare | Improve social standing,0.563,0.304,0.578,0.587,0.551,0.304,0.134
2158,F,51,3,lower,TRUE,Milagros Tolentino,unemployed,,resC,park,3476,0,72,Increase household income | Protect family welfare | Improve social standing,0.182,0.778,0.617,0.524,0.435,0.587,-0.038
2159,M,42,3,lower,TRUE,Lando Navarro,unemployed,,resC,park,2377.95,0,73.84,Increase household income | Protect family welfare | Improve social standing,0.639,0.416,0.638,0.618,0.392,0.777,-0.046
2160,M,62,2,lower,TRUE,Ricardo Tolentino,unemployed,,resC,park,3223.25,0,61.91,Increase household income | Protect family welfare | Improve social standing,0.44,0.527,0.501,0.471,0.275,0.412,0.059
2161,M,24,1,lower,TRUE,Willy Aquino,unemployed,,resC,park,3825.17,0,61.79,Increase household income | Protect family welfare | Improve social standing,0.417,0.665,0.689,0.482,0.398,0.397,0.05
2162,F,22,1,lower,TRUE,Ofelia Dela Cruz,unemployed,,resC,park,1266.06,0,59.88,Increase household income | Protect family welfare | Improve social standing,0.627,0.469,0.417,0.457,0.372,0.593,0.008
2163,F,49,1,lower,TRUE,Gloria Aquino,unemployed,,resC,park,4869.06,0,59.05,Increase household income | Protect family welfare | Improve social standing,0,0.599,0.624,0.561,0.576,0.009,-0.011
2164,F,51,1,lower,TRUE,Ofelia Dizon,unemployed,,resC,park,3579.48,0,47.84,Increase household income | Protect family welfare | Improve social standing,0.481,0.535,0.61,0.23,0.726,0.699,-0.068
2165,F,24,2,lower,TRUE,Ligaya Navarro,unemployed,,resC,park,5038.81,0,43.05,Increase household income | Protect family welfare | Improve social standing,0.541,0.641,0.674,0.469,0.533,0.549,0.159
2166,M,42,2,lower,TRUE,Crisanto Manalo,unemployed,,resC,park,6577.67,0,56.84,Increase household income | Protect family welfare | Improve social standing,0.492,0.522,0.724,0.143,0.394,0.336,0.059
2167,F,32,3,lower,TRUE,Florencia Garcia,unemployed,,resC,park,3910.8,0,46.78,Increase household income | Protect family welfare | Improve social standing,0.394,0.576,0.105,0.623,0.37,0.424,-0.046
2168,F,41,3,lower,TRUE,Yolanda Bonifacio,unemployed,,resC,park,182.87,0,43.62,Increase household income | Protect family welfare | Improve social standing,0.324,0.753,0.353,0.434,0.564,0.599,0.153
2169,M,58,1,lower,TRUE,Willy Reyes,unemployed,,resC,park,2704.97,0,73.78,Increase household income | Protect family welfare | Improve social standing,0.586,0.792,0.482,0.501,0.601,0.59,0.103
2170,F,61,3,lower,TRUE,Maribel Aquino,unemployed,,resC,park,1799.03,0,66.4,Increase household income | Protect family welfare | Improve social standing,0.582,0.368,0.347,0.492,0.324,0.441,-0.09
2171,F,35,2,lower,TRUE,Luzviminda Garcia,unemployed,,resC,park,629.74,0,73.21,Increase household income | Protect family welfare | Improve social standing,0.665,0.487,0.671,0.485,0.663,0.204,0.175
2172,F,65,2,lower,TRUE,Cristina Valdez,unemployed,,resC,park,3133.06,0,53.78,Increase household income | Protect family welfare | Improve social standing,0.549,0.637,0.214,0.518,0.329,0.239,0.162
2173,M,35,2,lower,TRUE,Manny Tan,unemployed,,resC,park,2952.7,0,69.47,Increase household income | Protect family welfare | Improve social standing,0.417,0.427,0.297,0.311,0.23,0.202,0.143
2174,F,38,1,lower,TRUE,Ligaya Sy,unemployed,,resC,park,4047.62,0,59.57,Increase household income | Protect family welfare | Improve social standing,0.357,0.359,0.522,0.524,0.393,0.622,-0.018
2175,M,30,3,lower,TRUE,Alfredo Ong,unemployed,,resC,park,3246.2,0,40.26,Increase household income | Protect family welfare | Improve social standing,0.579,0.473,0.547,0.369,0.163,0.381,-0.031
2176,M,48,1,lower,TRUE,Zaldy Mendoza,unemployed,,resC,park,2195.61,0,41.5,Increase household income | Protect family welfare | Improve social standing,0.676,0.46,0.58,0.689,0.503,0.703,0.176
2177,M,20,3,lower,TRUE,Eduardo Ocampo,unemployed,,resC,park,5011.71,0,49.01,Increase household income | Protect family welfare | Improve social standing,0.754,0.642,0.478,0.638,0.474,0.354,-0.091
2178,F,45,3,lower,TRUE,Ana Aguilar,unemployed,,resC,park,2613.94,0,49.84,Increase household income | Protect family welfare | Improve social standing,0.43,0.633,0.293,0.456,0.408,0.542,0.028
2179,F,22,1,lower,TRUE,Cely Cruz,unemployed,,resC,park,2280.08,0,60.81,Increase household income | Protect family welfare | Improve social standing,0.558,0.84,0.613,0.631,0.585,0.325,0.135
2180,F,48,3,lower,TRUE,Maribel Aquino,unemployed,,resC,park,2296.8,0,74.19,Increase household income | Protect family welfare | Improve social standing,0.575,0.707,0.76,0.575,0.735,0.695,-0.021
2181,F,51,3,lower,TRUE,Herminia Sy,unemployed,,resC,park,4254.77,0,62.94,Increase household income | Protect family welfare | Improve social standing,0.007,0.493,0.521,0.476,0.597,0.559,-0.019
2182,F,39,2,lower,TRUE,Maribel Garcia,unemployed,,resC,park,5485.97,0,41.01,Increase household income | Protect family welfare | Improve social standing,0.77,0.589,0.359,0.71,0.44,0.426,0.021
2183,M,54,1,lower,TRUE,Dante Aquino,unemployed,,resC,park,2101.6,0,65.16,Increase household income | Protect family welfare | Improve social standing,0.288,0.576,0.661,0.404,0.834,0.373,0.177
2184,F,44,3,lower,TRUE,Yolanda Reyes,unemployed,,resC,park,4959.29,0,47.25,Increase household income | Protect family welfare | Improve social standing,0.385,0.556,0.337,0.384,0.872,0.418,0.174
2185,M,45,2,lower,TRUE,Juan Salazar,unemployed,,resC,park,1257.49,0,69.58,Increase household income | Protect family welfare | Improve social standing,0.383,0.749,0.504,0.477,0.277,0.38,0.009
2186,F,51,2,lower,TRUE,Zenaida Mendoza,unemployed,,resC,park,2783.13,0,46.87,Increase household income | Protect family welfare | Improve social standing,0.661,0.587,0.552,0.679,0.401,0.372,-0.097
2187,M,30,1,lower,TRUE,Yohan Ferrer,unemployed,,resC,park,2938.96,0,46.46,Increase household income | Protect family welfare | Improve social standing,0.226,0.673,0.377,0.306,0.624,0.506,-0.083
2188,F,34,2,lower,TRUE,Ana Ferrer,unemployed,,resC,park,2958.35,0,57.24,Increase household income | Protect family welfare | Improve social standing,0.621,0.419,0.568,0.246,0.538,0.391,0.056
2189,F,18,3,lower,TRUE,Remedios Flores,unemployed,,resC,park,3820.61,0,56.14,Increase household income | Protect family welfare | Improve social standing,0.319,0.476,0.401,0.726,0.521,0.598,0.166
2190,F,42,1,lower,TRUE,Imelda Cruz,unemployed,,resC,park,1095.6,0,61.25,Increase household income | Protect family welfare | Improve social standing,0.314,0.647,0.733,0.582,0.654,0.739,0.079
2191,M,40,2,lower,TRUE,Carlos Castro,unemployed,,resC,park,2988.87,0,48.57,Increase household income | Protect family welfare | Improve social standing,0.77,0.48,0.557,0.597,0.589,0.377,0.032
2192,M,36,1,lower,TRUE,Hernando Dela Cruz,unemployed,,resC,park,2585.34,0,74.17,Increase household income | Protect family welfare | Improve social standing,0.458,0.456,0.539,0.564,0.641,0.343,-0.002
2193,M,62,1,lower,TRUE,Crisanto Aguilar,unemployed,,resC,park,291.84,0,41.94,Increase household income | Protect family welfare | Improve social standing,0.405,0.391,0.422,0.26,0.448,0.362,0.059
2194,F,31,3,lower,TRUE,Cristina Flores,unemployed,,resC,park,4218.48,0,66.48,Increase household income | Protect family welfare | Improve social standing,0.543,0.523,0.622,0.469,0.461,0.659,0.046
2195,M,50,1,lower,TRUE,Xavier Soriano,unemployed,,resC,park,4166.64,0,57.01,Increase household income | Protect family welfare | Improve social standing,0.469,0.786,0.414,0.398,0.43,0.488,0.158
2196,M,39,2,lower,TRUE,Diosdado Santos,unemployed,,resC,park,1886.1,0,54.66,Increase household income | Protect family welfare | Improve social standing,0.619,0.39,0.546,0.45,0.332,0.753,0.058
2197,M,61,2,lower,TRUE,Pedro Dizon,unemployed,,resC,park,2397.25,0,65.96,Increase household income | Protect family welfare | Improve social standing,0.514,0.902,0.612,0.611,0.459,0.22,0.036
2198,F,20,1,lower,TRUE,Remedios Cruz,unemployed,,resC,park,2189.94,0,48.94,Increase household income | Protect family welfare | Improve social standing,0.378,0.54,0.479,0.189,0.638,0.297,0.022
2199,M,21,3,lower,TRUE,Dante Mabini,unemployed,,resC,park,4079.61,0,52.89,Increase household income | Protect family welfare | Improve social standing,0.226,0.651,0.383,0.42,0.543,0.301,0
2200,F,63,1,lower,TRUE,Corazon Mendoza,unemployed,,resC,park,4092.06,0,60.1,Increase household income | Protect family welfare | Improve social standing,0.593,0.682,0.422,0.643,0.609,0.319,-0.046
2201,F,41,3,lower,TRUE,Natividad Ferrer,unemployed,,resC,park,2586.95,0,57.27,Increase household income | Protect family welfare | Improve social standing,0.415,0.542,0.452,0.694,0.565,0.34,0.113
2202,F,44,3,lower,TRUE,Luzviminda Ramos,unemployed,,resC,park,4254.3,0,44.64,Increase household income | Protect family welfare | Improve social standing,0.596,0.381,0.487,0.334,0.477,0.738,0.103
2203,F,25,1,lower,TRUE,Dolores Salazar,unemployed,,resC,park,1935.59,0,65.7,Increase household income | Protect family welfare | Improve social standing,0.581,0.668,0.559,0.818,0.735,0.39,-0.094
2204,M,21,2,lower,TRUE,Oscar Ong,unemployed,,resC,park,5186.59,0,47.07,Increase household income | Protect family welfare | Improve social standing,0.603,0.688,0.326,0.709,0.758,0.401,-0.069
2205,M,31,2,lower,TRUE,Rolando Gregorio,unemployed,,resC,park,1950.92,0,46.56,Increase household income | Protect family welfare | Improve social standing,0.443,0.645,0.465,0.636,0.805,0.429,-0.063
2206,M,50,2,lower,TRUE,Carlos Dizon,unemployed,,resC,park,3068.85,0,68.12,Increase household income | Protect family welfare | Improve social standing,0.751,0.503,0.457,0.525,0.588,0.313,0.074
2207,M,43,3,lower,TRUE,Ulysses Santos,unemployed,,resC,park,4141.59,0,60.27,Increase household income | Protect family welfare | Improve social standing,0.552,0.712,0.408,0.597,0.37,0.523,0.075
2208,F,59,3,lower,TRUE,Rosa Dela Cruz,unemployed,,resC,park,0,0,70.92,Increase household income | Protect family welfare | Improve social standing,0.537,0.346,0.796,0.435,0.423,0.364,0.195
2209,M,57,3,lower,TRUE,Hernando Jacinto,unemployed,,resC,park,3501.7,0,45.66,Increase household income | Protect family welfare | Improve social standing,0.641,0.58,0.508,0.401,0.563,0.534,-0.014
2210,F,51,1,lower,TRUE,Lita Ferrer,unemployed,,resC,park,3041.67,0,63.42,Increase household income | Protect family welfare | Improve social standing,0.452,0.451,0.54,0.691,0.509,0.699,-0.029
2211,F,26,3,lower,TRUE,Maria Mercado,unemployed,,resC,park,3096.07,0,55.13,Increase household income | Protect family welfare | Improve social standing,0.399,0.529,0.392,0.854,0.435,0.521,-0.025
2212,F,19,2,lower,TRUE,Zenaida Luna,unemployed,,resC,park,2683.39,0,65.48,Increase household income | Protect family welfare | Improve social standing,0.52,0.729,0.605,0.569,0.493,0.347,0.024
2213,F,46,2,lower,TRUE,Milagros Bonifacio,unemployed,,resC,park,3131.27,0,62.79,Increase household income | Protect family welfare | Improve social standing,0.261,0.458,0.524,0.247,0.37,0.407,0.055
2214,F,33,1,lower,TRUE,Pacita Sy,unemployed,,resC,park,1464.61,0,74.4,Increase household income | Protect family welfare | Improve social standing,0.382,0.497,0.282,0.463,0.374,0.845,0.071
2215,F,35,3,lower,TRUE,Urduja Manalo,unemployed,,resC,park,1138.75,0,60.42,Increase household income | Protect family welfare | Improve social standing,0.554,0.408,0.444,0.419,0.435,0.851,-0.097
2216,M,35,2,lower,TRUE,Bernardo Salazar,unemployed,,resC,park,3339.91,0,67.35,Increase household income | Protect family welfare | Improve social standing,0.066,0.795,0.124,0.454,0.817,0.804,-0.056
2217,F,49,2,lower,TRUE,Cristina Tan,unemployed,,resC,park,2474,0,63.64,Increase household income | Protect family welfare | Improve social standing,0.711,0.796,0.515,0.601,0.309,0.517,-0.081
2218,F,59,3,lower,TRUE,Trinidad Navarro,unemployed,,resC,park,3974.41,0,63.65,Increase household income | Protect family welfare | Improve social standing,0.388,0.553,0.738,0.385,0.43,0.631,0.035
2219,F,58,2,lower,TRUE,Ligaya Mendoza,unemployed,,resC,park,4018.2,0,66.2,Increase household income | Protect family welfare | Improve social standing,0.307,0.547,0.813,0.504,0.348,0.749,0.095
2220,M,21,2,lower,TRUE,Eduardo Dela Cruz,unemployed,,resC,park,2100.27,0,48.8,Increase household income | Protect family welfare | Improve social standing,0.827,0.484,0.521,0.535,0.402,0.561,-0.024
2221,F,60,3,lower,TRUE,Rosa Sy,unemployed,,resC,park,4264.88,0,62.11,Increase household income | Protect family welfare | Improve social standing,0.678,0.528,0.345,0.558,0.617,0.584,-0.072
2222,M,63,3,lower,TRUE,Joselito Magno,unemployed,,resC,park,974.32,0,74.61,Increase household income | Protect family welfare | Improve social standing,0.323,0.664,0.512,0.63,0.579,0.395,0.174
2223,M,18,2,lower,TRUE,Juan Domingo,unemployed,,resC,park,2457.73,0,44.51,Increase household income | Protect family welfare | Improve social standing,0.624,0.459,0.596,0.497,0.3,0.513,-0.039
2224,F,55,2,lower,TRUE,Trinidad Bonifacio,unemployed,,resC,park,4031.15,0,56.07,Increase household income | Protect family welfare | Improve social standing,0.455,0.51,0.52,0.46,0.449,0.559,0.152
2225,M,20,2,lower,TRUE,Pedro Rizal,unemployed,,resC,park,0,0,68.06,Increase household income | Protect family welfare | Improve social standing,0.39,0.472,0.52,0.522,0.588,0.688,-0.035
2226,M,43,3,lower,TRUE,Diosdado Navarro,unemployed,,resC,park,5496.09,0,71.4,Increase household income | Protect family welfare | Improve social standing,0.258,0.574,0.493,0.357,0.529,0.656,0.194
2227,M,46,2,lower,TRUE,Lando Dela Cruz,unemployed,,resC,park,3851.26,0,49.92,Increase household income | Protect family welfare | Improve social standing,0.437,0.813,0.55,0.659,0.467,0.66,-0.075
2228,F,27,2,lower,TRUE,Zenaida Tan,unemployed,,resC,park,4327.22,0,52.45,Increase household income | Protect family welfare | Improve social standing,0.568,0.693,0.324,0.737,0.545,0.59,0.053
2229,F,25,1,lower,TRUE,Maria Co,unemployed,,resC,park,1830.35,0,42.01,Increase household income | Protect family welfare | Improve social standing,0.458,0.624,0.421,0.522,0.605,0.537,0.036
2230,M,23,3,lower,TRUE,Renato Dela Cruz,unemployed,,resC,park,1843.55,0,73.49,Increase household income | Protect family welfare | Improve social standing,0.738,0.385,0.795,0.332,0.458,0.487,0.132
2231,M,19,3,lower,TRUE,Tomas Soriano,unemployed,,resC,park,3295.57,0,68.12,Increase household income | Protect family welfare | Improve social standing,0.596,0.416,0.462,0.407,0.547,0.601,0.128
2232,M,24,3,lower,TRUE,Renato Torres,unemployed,,resC,park,2497.72,0,55.48,Increase household income | Protect family welfare | Improve social standing,0.26,0.505,0.38,0.125,0.608,0.387,-0.011
2233,M,64,1,lower,TRUE,Pablo Lopez,unemployed,,resC,park,1421.24,0,65.87,Increase household income | Protect family welfare | Improve social standing,0.617,0.574,0.407,0.572,0.5,0.237,0.072
2234,F,64,1,lower,TRUE,Imelda Ocampo,unemployed,,resC,park,2806.45,0,47.75,Increase household income | Protect family welfare | Improve social standing,0.635,0.379,0.717,0.593,0.463,0.489,-0.015
2235,F,25,2,lower,TRUE,Ligaya Torres,unemployed,,resC,park,38.2,0,40.1,Increase household income | Protect family welfare | Improve social standing,0.532,0.656,0.405,0.716,0.414,0.594,0.146
2236,F,63,3,lower,TRUE,Esperanza Ferrer,unemployed,,resC,park,4162.89,0,42.15,Increase household income | Protect family welfare | Improve social standing,0.344,0.6,0.446,0.435,0.505,0.479,0.146
2237,F,42,3,lower,TRUE,Fely Navarro,unemployed,,resC,park,2978.61,0,62.47,Increase household income | Protect family welfare | Improve social standing,0.729,0.381,0.517,0.602,0.736,0.353,0.154
2238,M,21,3,lower,TRUE,Salvador Ong,unemployed,,resC,park,5535.33,0,48.36,Increase household income | Protect family welfare | Improve social standing,0.382,0.662,0.699,0.547,0.254,0.51,0.129
2239,F,59,2,lower,TRUE,Rosa Padilla,unemployed,,resC,park,1983.69,0,47.42,Increase household income | Protect family welfare | Improve social standing,0.656,0.425,0.531,0.298,0.392,0.466,0.167
2240,F,54,1,lower,TRUE,Trinidad Navarro,unemployed,,resC,park,635.88,0,70.45,Increase household income | Protect family welfare | Improve social standing,0.279,0.385,0.492,0.456,0.359,0.693,0.148
2241,F,45,1,lower,TRUE,Florencia Valdez,unemployed,,resC,park,644.65,0,56.41,Increase household income | Protect family welfare | Improve social standing,0.674,0.574,0.637,0.446,0.367,0.644,0.164
2242,M,53,2,lower,TRUE,Joselito Cruz,unemployed,,resC,park,2001.58,0,65.89,Increase household income | Protect family welfare | Improve social standing,0.67,0.691,0.518,0.529,0.74,0.752,0.188
2243,M,59,2,lower,TRUE,Carlos Garcia,unemployed,,resC,park,2520.25,0,49.74,Increase household income | Protect family welfare | Improve social standing,0.498,0.515,0.221,0.28,0.553,0.781,0.072
2244,F,49,2,lower,TRUE,Nena Dela Cruz,unemployed,,resC,park,5436.88,0,63.34,Increase household income | Protect family welfare | Improve social standing,0.837,0.201,0.347,0.5,0.516,0.529,0.057
2245,F,37,2,lower,TRUE,Rosa Salazar,unemployed,,resC,park,4071.34,0,62.66,Increase household income | Protect family welfare | Improve social standing,0.466,0.747,0.599,0.611,0.76,0.775,0.132
2246,M,31,2,lower,TRUE,Vicente Aguilar,unemployed,,resC,park,4532.59,0,45.85,Increase household income | Protect family welfare | Improve social standing,0.297,0.616,0.638,0.466,0.435,0.318,-0.089
2247,F,40,1,lower,TRUE,Ximena Navarro,unemployed,,resC,park,807.02,0,46.11,Increase household income | Protect family welfare | Improve social standing,0.649,0.359,0.277,0.397,0.382,0.531,-0.087
2248,F,50,2,lower,TRUE,Natividad Salazar,unemployed,,resC,park,3576.56,0,43.96,Increase household income | Protect family welfare | Improve social standing,0.494,0.242,0.473,0.347,0.36,0.524,0.118
2249,F,56,3,lower,TRUE,Maribel Ramos,unemployed,,resC,park,2054.6,0,47.57,Increase household income | Protect family welfare | Improve social standing,0.394,0.583,0.635,0.343,0.338,0.342,-0.029
2250,F,25,3,lower,TRUE,Cely Macaraeg,unemployed,,resC,park,4230.33,0,60.23,Increase household income | Protect family welfare | Improve social standing,0.537,0.625,0.56,0.514,0.571,0.721,-0.055
2251,F,59,2,lower,TRUE,Cristina Gonzales,unemployed,,resC,park,5263.86,0,56.74,Increase household income | Protect family welfare | Improve social standing,0.325,0.646,0.554,0.634,0.455,0.407,-0.035
2252,F,53,2,lower,TRUE,Ligaya Magno,unemployed,,resC,park,4003.7,0,41.86,Increase household income | Protect family welfare | Improve social standing,0.256,0.526,0.53,0.358,0.526,0.787,0.079
2253,M,26,1,lower,TRUE,Diosdado Torres,unemployed,,resC,park,2639.05,0,55.82,Increase household income | Protect family welfare | Improve social standing,0.426,0.548,0.358,0.445,0.622,0.342,0.071
2254,F,59,3,lower,TRUE,Nena Tan,unemployed,,resC,park,1899.64,0,65.24,Increase household income | Protect family welfare | Improve social standing,0.687,0.657,0.365,0.491,0.743,0.391,0.153
2255,M,37,3,lower,TRUE,Quirino Mendoza,unemployed,,resC,park,2021.13,0,72.01,Increase household income | Protect family welfare | Improve social standing,0.421,0.703,0.371,0.296,0.537,0.311,0.101
2256,F,50,1,lower,TRUE,Gloria Manalo,unemployed,,resC,park,3514.7,0,73.9,Increase household income | Protect family welfare | Improve social standing,0.396,0.694,0.481,0.447,0.432,0.622,-0.053
2257,F,18,3,lower,TRUE,Daisy Tan,unemployed,,resC,park,2958.63,0,43.51,Increase household income | Protect family welfare | Improve social standing,0.253,0.39,0.367,0.543,0.23,0.653,0.061
2258,M,37,1,lower,TRUE,Efren Tolentino,unemployed,,resC,park,2618.26,0,42.12,Increase household income | Protect family welfare | Improve social standing,0.432,0.685,0.506,0.392,0.69,0.4,0.115
2259,F,57,3,lower,TRUE,Teresita Mendoza,unemployed,,resC,park,5925.83,0,67.99,Increase household income | Protect family welfare | Improve social standing,0.293,0.584,0.333,0.734,0.698,0.774,0.051
2260,M,24,1,lower,TRUE,Quirino Salazar,unemployed,,resC,park,2206.63,0,67.88,Increase household income | Protect family welfare | Improve social standing,0.746,0.486,0.63,0.349,0.227,0.792,0.166
2261,F,29,2,lower,TRUE,Remedios Tan,unemployed,,resC,park,3641.17,0,72.66,Increase household income | Protect family welfare | Improve social standing,0.594,0.573,0.355,0.539,0.311,0.263,0.106
2262,M,60,1,lower,TRUE,Crisanto Dizon,unemployed,,resC,park,2322.47,0,61.8,Increase household income | Protect family welfare | Improve social standing,0.405,0.991,0.594,0.502,0.578,0.576,0.109
2263,F,34,2,lower,TRUE,Nena Mabini,unemployed,,resC,park,514.16,0,72.14,Increase household income | Protect family welfare | Improve social standing,0.785,0.557,0.641,0.581,0.446,0.406,0.14
2264,M,39,1,lower,TRUE,Ramon Hernandez,unemployed,,resC,park,4868.46,0,67.08,Increase household income | Protect family welfare | Improve social standing,0.546,0.565,0.588,0.169,0.07,0.431,-0.067
